student_id,week,year,current_cgpa,assignment_score,attendance_rate,assignments_on_time,assignments_late,assignments_missing,hours_before_deadline,lms_logins,days_since_last_lms_login,library_visits,library_study_hours,campus_activities,peer_interactions,stress_level,burnout_status,burnout_severity,sleep_hours,sleep_quality
22,9,2025,8.35,72,81.95,4,2,0,25.41,16,5,0,10.76,3,13,5,0,5,4.34,3
22,10,2025,8.35,72,71.43,0,2,1,23.94,1,13,6,23.61,4,19,6,0,3,7.67,3
22,11,2025,8.35,93,84.04,3,0,1,19.89,9,8,8,0.29,5,9,1,0,4,4.52,2
22,12,2025,8.35,44,99.16,0,0,1,50.73,8,0,0,9.94,2,2,10,1,7,6.58,3
23,1,2025,6.57,99,81.98,1,2,0,5.54,28,14,5,1.71,0,19,3,0,1,7.12,2
23,2,2025,6.57,69,85.67,2,1,0,40.58,8,0,5,7.82,3,1,4,0,0,8.73,2
23,3,2025,6.57,64,66.19,2,1,0,63.58,26,7,5,15.63,5,12,1,0,3,4.08,4
23,4,2025,6.57,46,70.12,3,2,0,15.87,8,12,9,18.49,5,15,6,1,6,4.51,2
23,5,2025,6.57,66,77.34,2,2,0,65.85,27,14,3,10.86,0,18,8,1,6,5.15,3
23,6,2025,6.57,96,86.83,1,0,1,47.09,20,6,3,0.34,0,13,5,1,6,4.39,2
23,7,2025,6.57,79,74.19,1,2,1,43.68,10,1,6,20.96,5,18,4,0,1,8.66,5
23,8,2025,6.57,95,68.01,1,1,0,18.24,26,13,7,1.71,1,16,9,1,7,5.03,3
23,9,2025,6.57,64,73.34,3,0,1,61.91,17,7,4,10.28,1,10,6,0,5,6.14,4
23,10,2025,6.57,89,85.97,4,2,1,30.2,21,10,9,0.55,3,6,6,1,7,4.14,4
23,11,2025,6.57,54,71.24,2,1,1,47.17,0,5,5,2.8,4,4,1,0,3,4.93,5
23,12,2025,6.57,89,95.27,4,2,1,32.13,3,4,0,7.75,3,9,7,1,6,5.27,5
24,1,2025,6.92,91,94.91,4,2,1,65.79,4,3,9,9.34,1,6,1,0,3,5.59,5
24,2,2025,6.92,48,63.11,4,2,0,13.96,21,4,9,22.11,3,15,3,0,2,6.07,1
24,3,2025,6.92,68,78.37,4,1,1,16.53,22,12,0,18.52,4,1,5,0,3,7.66,2
24,4,2025,6.92,69,66.45,0,1,0,29.82,9,2,9,8.86,3,18,4,0,4,4.59,2
24,5,2025,6.92,67,72.44,2,1,0,53.96,23,7,8,10.39,5,0,3,0,1,7.39,2
24,6,2025,6.92,40,68.15,1,2,0,62.68,1,12,0,12.39,4,6,8,0,4,7.46,5
24,7,2025,6.92,44,90.59,2,2,1,36.56,20,0,0,15.28,2,2,5,0,5,5.11,2
24,8,2025,6.92,99,95.26,3,0,1,54.19,28,8,5,21.08,2,11,3,0,4,5.43,5
24,9,2025,6.92,58,92.82,0,0,0,33.57,20,13,8,20.09,2,15,2,0,3,4.33,4
24,10,2025,6.92,86,81.67,3,2,1,39.28,16,12,1,9.39,4,14,4,0,1,8.99,3
24,11,2025,6.92,81,72.85,2,2,1,52.5,7,10,6,9.24,2,19,10,1,8,5.75,3
24,12,2025,6.92,69,68.71,0,0,1,45.5,1,12,7,13.71,0,3,8,1,6,6.13,2
25,1,2025,8.63,84,74.01,1,0,0,48.32,11,12,6,16.56,3,5,10,0,4,8.54,3
25,2,2025,8.63,60,86.17,3,1,0,39,29,9,9,10.37,2,15,8,0,4,6.94,1
25,3,2025,8.63,79,83.99,1,1,1,65.36,11,10,0,14.62,1,11,3,0,1,8.11,2
25,4,2025,8.63,71,77.24,0,2,0,67.61,29,12,0,13.22,3,13,4,0,1,8.12,2
25,5,2025,8.63,78,91.07,3,2,0,13.52,19,9,4,18.7,0,7,1,0,1,6.32,5
25,6,2025,8.63,60,95.54,4,1,1,56.43,24,7,7,8.13,4,6,8,0,5,7.33,2
25,7,2025,8.63,41,89.92,0,1,0,4.84,15,10,3,22.58,4,9,3,0,0,8.99,3
25,8,2025,8.63,70,61.61,4,0,0,69.2,10,10,4,19.59,2,15,5,0,4,5.16,2
25,9,2025,8.63,88,90.49,2,1,0,67.57,4,4,9,9.76,3,18,2,0,0,7.54,3
25,10,2025,8.63,64,69.16,2,2,1,27.3,1,6,4,15.83,4,18,5,0,2,8.91,4
25,11,2025,8.63,93,92.18,3,1,0,36.29,10,12,1,9.06,5,17,8,0,3,8.71,5
25,12,2025,8.63,83,80.01,0,2,0,70.15,21,9,5,3.91,3,0,8,0,4,7.53,2
26,1,2025,8.17,68,97.95,1,1,1,1.8,26,10,7,20.07,5,5,3,0,2,7.2,2
26,2,2025,8.17,69,95.26,1,0,0,19.94,3,5,9,18.51,3,7,6,0,3,7.51,5
26,3,2025,8.17,79,69.23,0,2,1,49.73,10,6,7,4.92,4,8,3,0,4,5,5
26,4,2025,8.17,81,87.65,0,2,0,55.87,13,3,6,10.88,3,16,1,0,0,8.26,5
26,5,2025,8.17,58,82.08,1,1,0,15.18,1,10,3,1.38,1,19,5,0,3,6.65,5
26,6,2025,8.17,96,98.71,3,2,1,14.92,7,12,7,3.24,3,16,4,0,3,7.37,4
26,7,2025,8.17,76,66.8,3,2,1,24.67,23,14,7,2.07,1,10,5,0,4,6.39,2
26,8,2025,8.17,79,72.14,2,1,0,5.92,22,14,9,20.56,1,1,9,1,7,4.95,1
26,9,2025,8.17,87,81.89,3,0,0,14.35,14,14,6,21,0,8,8,0,5,5.86,3
26,10,2025,8.17,60,79.58,0,2,1,34.79,18,11,6,2.93,1,15,7,0,4,7.49,3
26,11,2025,8.17,64,80.55,4,0,0,58.89,5,2,8,12.82,5,3,7,0,2,8.66,5
26,12,2025,8.17,71,71.18,3,0,1,61.51,2,12,5,20.64,5,5,8,1,6,6.79,1
27,1,2025,8.64,71,91.91,2,2,1,40.09,28,14,4,4.38,0,8,5,0,2,8.37,4
27,2,2025,8.64,52,84.94,1,1,0,45.17,12,0,5,6.63,0,14,1,0,2,5.47,2
27,3,2025,8.64,66,61.6,2,1,0,65.41,6,4,0,19.31,4,15,7,0,4,6.44,2
27,4,2025,8.64,56,88.16,4,1,0,50.98,17,12,4,19.07,0,7,3,0,1,7.08,1
27,5,2025,8.64,91,80.39,4,2,1,2.51,0,8,3,23.21,0,11,3,0,2,7.77,1
27,6,2025,8.64,71,61.98,0,0,1,65.88,7,7,0,15.27,1,18,7,1,7,4.63,1
27,7,2025,8.64,72,69.48,4,0,0,60.12,23,5,5,1.65,4,12,3,0,2,6.62,1
27,8,2025,8.64,88,69.38,2,0,0,69.23,7,2,6,6.64,0,5,3,0,3,4.96,4
27,9,2025,8.64,41,84.78,4,2,1,53.21,25,0,3,24.08,3,16,9,1,7,5.73,4
27,10,2025,8.64,85,91.78,3,2,1,5.68,26,11,0,2.22,0,11,8,0,4,8.69,2
27,11,2025,8.64,43,67.94,2,0,0,11.72,11,14,7,8.54,4,1,3,0,3,5.23,2
27,12,2025,8.64,48,90.05,1,2,0,21.19,2,9,0,0.17,3,8,5,0,4,5.25,2
28,1,2025,8.92,89,95.82,3,2,1,49.76,0,5,8,18.24,2,19,1,0,0,8.11,5
28,2,2025,8.92,72,64.68,4,2,1,21.6,19,14,8,4.11,0,4,6,0,3,8.51,4
28,3,2025,8.92,86,60.61,2,1,0,59.11,21,7,6,17.49,1,9,9,0,3,8.71,3
28,4,2025,8.92,44,63.95,4,2,0,8.55,12,5,4,1.68,1,0,8,1,7,4.16,3
28,5,2025,8.92,67,68.92,1,0,0,53.87,28,12,5,10.59,5,8,7,0,2,8.85,5
28,6,2025,8.92,95,73.9,3,0,1,37.7,21,7,4,15.35,0,9,6,0,3,8.49,1
28,7,2025,8.92,61,79.09,4,1,0,3.73,21,9,0,20.86,5,12,6,0,3,6.83,5
28,8,2025,8.92,54,92.94,2,0,0,19.85,23,2,5,16.98,1,16,7,0,4,6.66,2
28,9,2025,8.92,86,79.02,3,1,1,47.1,17,1,3,14.05,5,13,7,1,6,6.09,3
28,10,2025,8.92,82,61.76,2,0,0,25.54,3,2,9,20.84,4,16,7,0,5,5.28,1
28,11,2025,8.92,74,74.2,4,1,1,38.72,4,14,3,13.91,3,15,4,0,4,6.1,4
28,12,2025,8.92,71,95.17,2,1,1,36.17,10,14,8,7.83,1,7,7,0,3,8.67,3
29,1,2025,7.02,96,71.43,1,1,1,3.1,20,12,6,18.29,2,12,7,0,4,8.16,2
29,2,2025,7.02,85,64.3,4,2,1,18.08,17,14,7,13.69,0,4,10,1,7,6.87,3
29,3,2025,7.02,42,93.14,2,0,1,69.53,3,0,8,5.27,5,5,3,0,1,8.73,4
29,4,2025,7.02,61,91.33,2,0,0,56.17,8,11,6,11.49,1,16,9,1,7,4.99,2
29,5,2025,7.02,58,95.48,4,2,1,39.35,29,8,1,4.27,0,9,10,1,9,4.42,2
29,6,2025,7.02,69,64.01,0,0,1,11.49,15,1,9,5.85,2,12,7,1,7,4.68,2
29,7,2025,7.02,51,61.44,1,1,0,2.84,16,2,1,21.45,2,15,6,0,2,7.91,3
29,8,2025,7.02,86,69.91,1,0,1,70.11,1,9,7,22.61,5,7,1,0,3,5.11,1
29,9,2025,7.02,95,70.38,4,1,1,13.91,21,12,4,2.09,5,9,7,1,7,4.26,4
29,10,2025,7.02,76,89.1,3,2,1,39.8,12,9,4,20.14,2,19,4,0,2,7.67,4
29,11,2025,7.02,41,76.34,1,0,1,2.5,12,2,6,20.07,2,3,6,0,5,5.69,4
29,12,2025,7.02,48,69.2,2,1,1,63.01,14,8,3,16.83,3,17,2,0,4,4.23,3
30,1,2025,6.94,97,61.4,3,1,0,71.47,9,14,6,2.93,1,2,9,0,5,6.54,3
30,2,2025,6.94,70,78.71,1,2,1,32.14,1,11,7,14.11,5,6,5,0,4,6.15,1
30,3,2025,6.94,50,82.25,3,2,1,37.7,11,14,0,22.25,3,0,5,0,3,7.83,2
30,4,2025,6.94,81,94.62,3,2,1,20.72,17,10,2,8.11,1,16,6,0,4,7.02,2
30,5,2025,6.94,99,60.05,3,1,1,55.34,28,9,9,5.83,4,8,6,1,6,5.09,5
30,6,2025,6.94,93,65.24,0,1,0,8.17,15,1,9,14.85,3,7,9,1,6,6.33,1
30,7,2025,6.94,49,63.26,1,2,1,55.98,18,11,3,4.37,2,1,9,0,4,8.83,5
30,8,2025,6.94,54,95.62,3,0,0,36.02,9,13,4,15.02,5,1,10,1,6,6.03,4
30,9,2025,6.94,84,71.73,4,0,1,48.7,3,3,1,14.53,4,15,5,0,3,7.31,3
30,10,2025,6.94,53,77.69,3,0,0,60.28,28,6,0,20.79,3,1,5,0,5,4.52,4
30,11,2025,6.94,62,89.16,2,1,0,64.17,20,14,2,8.91,2,13,6,1,6,4.46,5
30,12,2025,6.94,98,92.94,4,0,0,6.12,24,14,5,16.66,4,7,7,0,4,6.4,4
31,1,2025,5.89,50,93.19,2,0,1,62.9,2,3,2,20.31,1,14,1,0,2,6.01,5
31,2,2025,5.89,59,87.29,4,2,0,45.53,2,4,3,17.52,0,6,4,0,3,6.13,3
31,3,2025,5.89,77,63.7,2,0,0,1.85,21,11,3,12.3,4,10,3,0,3,5.13,2
31,4,2025,5.89,65,64.32,1,2,0,20,8,3,7,1.43,2,11,7,1,6,5.17,2
31,5,2025,5.89,81,92.8,1,2,0,49.63,13,3,5,16.32,3,0,3,0,0,8.05,3
31,6,2025,5.89,91,89.21,2,2,0,71.75,11,9,5,13.91,2,18,5,0,3,6.65,5
31,7,2025,5.89,63,96.96,4,0,0,50.55,24,3,5,15.7,0,6,10,1,6,6.06,1
31,8,2025,5.89,62,91.6,1,2,0,24.88,24,5,2,1.92,5,13,3,0,1,7.29,1
31,9,2025,5.89,42,78.07,3,0,0,8.29,23,8,2,0,2,14,5,0,3,6.21,4
31,10,2025,5.89,97,62.46,0,1,0,46.71,17,0,8,4.51,0,6,2,0,2,6.01,4
31,11,2025,5.89,72,65.07,4,1,1,52.87,10,5,9,5.37,5,17,9,1,8,4.49,5
31,12,2025,5.89,63,92.12,1,2,0,40.74,13,8,1,4.3,4,15,3,0,4,4.76,3
32,1,2025,6.99,76,63.22,1,2,0,59.65,29,5,1,15.75,5,3,2,0,2,5.53,5
32,2,2025,6.99,40,72.92,1,2,1,12.76,5,11,7,20.04,2,4,2,0,2,6.9,5
32,3,2025,6.99,69,86.89,0,1,0,56.59,29,10,6,24.56,4,11,7,1,6,5.13,3
32,4,2025,6.99,92,77.59,3,2,0,8.39,17,2,6,22.56,3,5,5,0,1,8.53,4
32,5,2025,6.99,98,67.88,2,2,1,19.04,1,12,7,13.87,3,5,10,1,6,7.92,1
32,6,2025,6.99,60,76.57,3,2,0,34.44,25,12,5,1.49,4,9,5,0,3,6.62,2
32,7,2025,6.99,98,86.66,4,2,0,10.29,9,11,2,1.28,5,12,3,0,0,8.42,2
32,8,2025,6.99,59,78.98,2,0,0,5.12,22,12,2,21.95,3,13,5,0,5,4.24,2
32,9,2025,6.99,80,96.11,0,0,1,3.28,10,13,7,7.42,0,17,9,1,8,4.63,2
32,10,2025,6.99,85,80.74,0,0,0,71.24,14,4,8,3.56,4,10,2,0,0,7.36,1
32,11,2025,6.99,67,85.67,2,2,0,29.91,19,11,0,0.56,0,1,3,0,0,8.84,5
32,12,2025,6.99,52,66.78,3,1,1,57.42,1,9,6,2.81,3,14,2,0,2,7.14,3
33,1,2025,8.88,78,69.63,4,0,0,29.5,22,5,6,0.42,2,17,7,0,5,5.36,4
33,2,2025,8.88,98,74.88,3,2,1,62.38,16,4,9,22.25,2,7,6,0,5,6.01,4
33,3,2025,8.88,93,62.37,3,2,1,71.57,7,11,6,23.73,4,7,5,0,2,8.96,1
33,4,2025,8.88,45,74.22,2,2,0,42.41,12,10,1,14.39,0,6,7,0,5,5.58,4
33,5,2025,8.88,57,62.77,2,1,0,56.18,19,10,5,8.26,4,12,9,0,4,7.98,2
33,6,2025,8.88,79,84.4,4,0,0,22.85,21,4,0,17.35,1,17,9,0,5,6.48,1
33,7,2025,8.88,77,63.65,2,1,1,67.79,22,4,2,1.52,2,17,1,0,2,5.81,5
33,8,2025,8.88,74,95.86,3,0,0,35.61,29,10,1,22.27,1,18,7,0,5,6.15,3
33,9,2025,8.88,48,82.88,2,0,1,13.04,7,6,1,7.66,4,12,6,0,4,6.95,1
33,10,2025,8.88,87,67.09,1,1,1,51.47,17,11,7,10.01,0,14,4,0,3,7.25,1
33,11,2025,8.88,84,91.95,3,0,1,23.96,24,3,4,11.46,3,14,2,0,0,8.43,5
33,12,2025,8.88,52,60.76,4,1,0,20.68,7,2,8,3.44,2,2,5,0,5,4.69,5
34,1,2025,6.34,52,87,1,0,1,36.88,21,7,6,15.51,4,13,10,1,6,7.91,1
34,2,2025,6.34,70,98.63,3,2,0,13.14,24,12,9,14.38,1,5,3,0,3,5.56,2
34,3,2025,6.34,50,85.81,4,2,1,29.18,18,13,7,20.63,0,11,7,0,4,7.83,1
34,4,2025,6.34,58,98.25,2,0,0,65.03,21,7,2,6.21,3,15,4,0,2,6.43,1
34,5,2025,6.34,84,94.35,2,1,1,19.71,5,7,1,23.63,4,16,8,1,7,5.16,3
34,6,2025,6.34,73,62.55,2,1,0,9.89,25,4,5,16.56,5,7,3,0,0,8.73,3
34,7,2025,6.34,46,65.27,0,0,0,5.9,21,3,2,21.83,5,12,8,0,3,8.3,1
34,8,2025,6.34,66,68.71,3,2,0,59.08,9,4,0,4.73,3,4,9,1,6,5.54,1
34,9,2025,6.34,74,91.72,2,2,1,28.96,13,14,0,7.61,3,17,2,0,3,5.53,2
34,10,2025,6.34,54,62.84,2,2,1,45.46,7,14,2,15.74,4,8,2,0,1,7.88,5
34,11,2025,6.34,71,99.82,3,0,0,70.26,29,14,8,4.29,1,6,7,0,4,6.53,5
34,12,2025,6.34,64,65.53,2,1,1,5.28,13,8,7,13.25,3,2,5,0,2,8.1,2
35,1,2025,8.19,82,78.32,1,2,1,67.02,6,1,5,7.79,0,4,5,0,2,8.6,3
35,2,2025,8.19,80,82.83,0,0,1,15.81,8,10,3,12.82,5,1,7,0,4,7.76,3
35,3,2025,8.19,85,95.05,0,2,0,50.8,3,3,1,1.83,2,0,10,1,8,4.55,4
35,4,2025,8.19,99,99.77,1,2,1,13.67,23,0,7,20.06,4,16,5,0,3,7.43,5
35,5,2025,8.19,81,95.1,1,2,1,0.71,25,1,9,0.94,1,9,7,0,4,7.77,2
35,6,2025,8.19,40,95.46,0,1,0,19.23,25,13,8,0.17,3,9,3,0,4,4.61,4
35,7,2025,8.19,63,62.75,0,1,0,9.87,14,6,2,10.7,0,2,6,0,1,8.89,5
35,8,2025,8.19,90,73.21,1,0,0,24.43,17,6,9,7.45,5,14,8,1,7,4.61,3
35,9,2025,8.19,96,62.82,2,1,0,3.08,20,12,5,1.95,2,0,5,0,1,8.3,4
35,10,2025,8.19,98,94.16,1,0,1,67.31,10,0,8,20.07,3,6,2,0,3,5.89,4
35,11,2025,8.19,53,81.78,2,1,1,13.99,16,4,5,16.37,0,19,1,0,3,4.78,5
35,12,2025,8.19,97,63.5,1,1,0,13.39,22,9,6,6.52,2,0,4,0,4,4.9,3
36,1,2025,9.29,41,90.54,0,2,1,27.48,13,12,9,19.2,2,1,1,0,0,8.69,3
36,2,2025,9.29,97,85.02,1,2,0,59.06,28,13,3,15.89,1,6,10,1,6,6.98,4
36,3,2025,9.29,60,75.28,0,0,1,69.68,14,9,2,16.07,0,14,1,0,3,4.97,3
36,4,2025,9.29,89,78.9,3,1,0,29.74,24,6,5,1.81,1,0,10,0,5,7.63,3
36,5,2025,9.29,92,75.47,4,1,1,39.17,23,4,8,0.15,0,8,4,0,1,8.63,5
36,6,2025,9.29,89,98.63,1,2,0,39.36,22,12,7,2.02,0,17,10,1,8,4.83,5
36,7,2025,9.29,84,73.11,0,1,0,8.27,3,1,3,14.58,2,11,9,1,6,5.57,3
36,8,2025,9.29,54,68.66,2,1,1,35.09,25,9,0,11.12,4,2,2,0,0,8.59,3
36,9,2025,9.29,56,71.97,3,0,1,24.61,10,0,6,20.82,3,3,5,0,3,7.01,4
36,10,2025,9.29,55,61.64,0,0,0,28.94,15,9,7,18.72,3,5,4,0,4,4.93,1
36,11,2025,9.29,53,81.83,1,1,0,34.9,24,12,3,5.4,3,3,10,0,4,8.79,4
36,12,2025,9.29,69,71.99,1,0,0,44.52,29,1,9,12.77,3,7,2,0,4,4.11,5
37,1,2025,8.15,87,82.03,3,2,1,43.22,11,7,1,21.39,5,15,3,0,4,5.71,5
37,2,2025,8.15,85,62.74,3,1,1,23.6,26,5,4,9.84,2,5,4,0,2,8.35,3
37,3,2025,8.15,76,91.07,2,0,0,19.74,2,9,4,17.67,4,8,3,0,3,4.98,1
37,4,2025,8.15,65,61.66,4,0,0,50.71,9,7,2,7.66,5,9,6,0,3,6.64,2
37,5,2025,8.15,80,92.87,0,0,0,21.8,18,0,6,15.01,4,1,10,0,5,7.56,1
37,6,2025,8.15,43,83.31,2,1,1,54.88,1,5,7,8.21,2,11,9,1,7,6.04,2
37,7,2025,8.15,50,65.45,3,1,0,57.97,7,3,9,10.91,5,15,6,0,2,7.75,5
37,8,2025,8.15,83,73.88,3,2,0,20.73,25,5,5,0.92,3,11,10,0,4,8.6,2
37,9,2025,8.15,45,82.11,1,1,1,23.37,23,7,4,12.95,4,6,8,1,6,6.38,2
37,10,2025,8.15,95,90.01,3,1,0,18.39,24,3,9,1.55,1,10,7,1,7,4.18,4
37,11,2025,8.15,79,93.37,4,2,1,39.42,0,4,1,6.56,0,4,2,0,2,7.08,3
37,12,2025,8.15,89,73.85,1,1,1,22.72,28,13,4,2.49,3,16,2,0,0,8.85,4
38,1,2025,7.57,52,88.03,3,1,0,49.33,29,2,9,18.94,5,15,1,0,3,4.48,2
38,2,2025,7.57,92,64.53,1,0,1,43.95,29,5,2,8.58,1,7,10,1,7,6.57,4
38,3,2025,7.57,41,60.64,3,1,0,61.97,11,1,4,9.85,1,11,7,0,4,6.91,4
38,4,2025,7.57,48,76.26,4,0,0,13.82,19,12,8,3.28,1,14,10,1,6,6.38,4
38,5,2025,7.57,71,71.92,3,0,1,34.14,10,11,9,23.61,4,15,1,0,0,8.92,5
38,6,2025,7.57,62,98.08,4,2,1,60.38,20,9,8,0.22,1,4,1,0,4,4.43,4
38,7,2025,7.57,44,96.53,3,2,0,70.34,1,12,6,23.53,1,13,10,1,6,6.14,5
38,8,2025,7.57,72,68.61,0,0,1,71.82,10,8,5,7.76,4,18,6,1,6,5.41,4
38,9,2025,7.57,93,99.32,1,0,0,27.16,3,4,2,16.01,4,17,3,0,2,6.71,1
38,10,2025,7.57,94,70.96,3,0,0,9.6,17,14,9,23.11,3,4,2,0,1,6.37,2
38,11,2025,7.57,56,76,2,2,1,63.67,6,9,0,8.47,5,3,1,0,3,5.41,4
38,12,2025,7.57,46,70.26,0,2,1,2.76,14,7,2,12.86,0,15,9,0,5,7.99,3
39,1,2025,7.33,69,75.44,3,2,1,49.62,17,8,1,12.01,0,11,7,1,8,4.15,4
39,2,2025,7.33,70,94.96,1,2,1,40.15,14,6,4,10.04,0,17,5,0,2,8.29,5
39,3,2025,7.33,57,67.03,3,2,0,14.5,24,11,4,8.32,1,1,5,0,5,4.04,2
39,4,2025,7.33,80,67.17,4,1,1,18.34,26,11,2,13.04,0,16,7,0,5,7.18,5
39,5,2025,7.33,88,60.87,4,1,0,13.59,19,12,7,10.71,2,3,2,0,4,4.05,1
39,6,2025,7.33,68,91.68,3,1,1,28.02,5,8,0,19.63,2,15,8,0,4,8.65,4
39,7,2025,7.33,59,81.89,0,0,1,34,14,5,8,6.98,0,0,3,0,1,8.1,3
39,8,2025,7.33,80,77.9,0,2,0,36.75,22,3,3,2.88,1,15,7,0,5,5.96,5
39,9,2025,7.33,52,73.89,0,0,0,58.37,18,7,6,14.25,1,9,4,0,1,7.94,3
39,10,2025,7.33,86,81.37,3,2,0,15.35,17,4,5,13.46,0,6,4,0,4,4.48,4
39,11,2025,7.33,77,65.17,3,0,0,19.56,23,13,4,12.88,0,18,2,0,2,5.85,3
39,12,2025,7.33,74,60.55,0,2,1,31.09,14,11,7,8.4,2,18,4,0,5,5.19,1
40,1,2025,8.5,49,70.43,2,1,0,36.8,17,13,1,16.36,0,17,8,0,4,6.92,2
40,2,2025,8.5,46,75.55,3,1,0,28.4,26,8,7,24.17,2,17,5,0,3,6.57,4
40,3,2025,8.5,78,98.66,0,1,0,12.46,22,3,5,2.66,0,0,7,0,5,5.58,4
40,4,2025,8.5,81,72.83,1,1,1,55,6,1,1,11.12,5,11,10,1,6,7.93,1
40,5,2025,8.5,70,94,2,2,0,48.73,5,1,5,24.66,2,1,6,0,2,8.22,2
40,6,2025,8.5,71,68.7,1,2,0,4.96,28,0,6,6.35,1,3,10,1,7,5.45,1
40,7,2025,8.5,91,68.54,4,1,0,15.66,18,4,7,21.66,2,2,3,0,2,6.22,5
40,8,2025,8.5,79,88.66,2,2,1,36.43,7,12,3,18.67,4,5,1,0,3,4.91,1
40,9,2025,8.5,74,85.43,1,0,0,29.46,19,11,9,11.1,2,2,3,0,0,8.08,4
40,10,2025,8.5,63,96.39,4,0,0,47.69,11,12,7,11.45,0,7,6,0,3,6.84,5
40,11,2025,8.5,74,78.98,4,1,0,52,20,7,9,15.79,1,2,8,1,7,4.14,5
40,12,2025,8.5,46,71.86,0,2,1,46.98,1,1,8,13.85,0,12,6,0,4,7.54,3
41,1,2025,7.98,77,92.32,3,0,0,46.36,28,7,4,19.12,0,17,5,0,5,4.17,5
41,2,2025,7.98,76,77.4,1,2,1,31.1,11,1,6,4.08,5,5,3,0,3,6.44,2
41,3,2025,7.98,69,86.68,2,0,0,31.37,6,12,3,15.65,2,12,10,1,7,5.29,2
41,4,2025,7.98,86,70.4,4,2,1,43.95,14,9,2,18.4,4,18,7,0,3,8.99,3
41,5,2025,7.98,95,71.17,3,2,0,71.87,10,10,0,20.91,5,13,2,0,3,4.33,3
41,6,2025,7.98,86,85.85,0,2,0,38.82,27,6,0,22.8,5,19,3,0,3,5.06,2
41,7,2025,7.98,57,62.57,4,1,0,61.8,1,11,5,23.21,1,17,4,0,2,6.63,1
41,8,2025,7.98,86,98.9,0,2,1,47.65,25,12,4,16.56,5,11,10,1,8,5.58,3
41,9,2025,7.98,55,61.59,4,2,1,51.53,12,7,6,12.35,1,5,10,1,8,5.22,3
41,10,2025,7.98,77,93.55,2,0,0,48.36,5,4,7,22.78,4,19,8,0,3,8.22,2
41,11,2025,7.98,96,81.08,0,2,1,54.48,28,5,3,4.71,5,4,6,0,2,8.74,1
41,12,2025,7.98,79,64.99,3,1,0,59,0,8,8,7.1,2,12,10,1,6,6.2,1
42,1,2025,8,67,88.62,4,0,1,14.82,3,8,9,3.25,0,8,5,0,3,7.1,2
42,2,2025,8,81,67.36,4,2,1,41.67,5,4,1,1.77,1,1,6,0,3,7.74,4
42,3,2025,8,40,60.77,2,0,0,2.41,29,8,2,17.81,2,11,10,1,6,6.42,2
42,4,2025,8,74,99.04,3,2,0,18.24,14,14,8,8.77,0,14,10,1,7,5.55,3
42,5,2025,8,44,76.22,1,2,1,70.84,8,9,1,14.11,2,6,3,0,4,5.29,1
42,6,2025,8,65,67.87,1,0,0,12.15,3,3,1,17.1,3,12,1,0,1,6.35,3
42,7,2025,8,87,92.73,3,0,0,7.54,25,2,0,2.68,2,10,4,0,1,8.2,4
42,8,2025,8,75,63.47,3,0,1,25.49,8,1,5,5.73,3,11,7,1,8,4.09,5
42,9,2025,8,93,66.89,0,2,0,59.93,13,0,4,4.59,5,13,1,0,0,8.93,2
42,10,2025,8,86,95.48,1,2,0,56.21,4,1,3,15.77,5,11,3,0,1,6.87,2
42,11,2025,8,81,77.97,2,0,0,62.98,8,0,0,11.85,1,8,9,1,8,4.02,2
42,12,2025,8,53,73.98,1,0,0,27.02,17,1,8,2.39,2,13,3,0,2,6.03,2
43,1,2025,5.93,84,83.18,1,2,1,59.02,24,8,5,1.92,5,0,4,0,1,8.58,4
43,2,2025,5.93,73,91.8,4,2,0,69.43,0,13,2,2.5,3,2,10,1,7,5.89,1
43,3,2025,5.93,65,75.98,2,1,1,29.96,12,6,2,20.52,0,1,6,1,7,4.28,4
43,4,2025,5.93,86,97.15,1,0,1,34.79,9,11,9,18.3,2,1,5,0,4,6.5,3
43,5,2025,5.93,52,61.38,0,1,1,31.11,10,11,9,22.28,3,16,4,0,3,7.02,2
43,6,2025,5.93,65,66.18,3,1,1,62.89,26,13,1,8.63,4,7,2,0,4,4.81,1
43,7,2025,5.93,90,94.06,0,2,0,24.72,7,2,6,23.64,1,18,2,0,4,4.04,4
43,8,2025,5.93,80,65.82,4,2,0,16.78,22,6,9,4.45,4,9,5,0,1,8.15,2
43,9,2025,5.93,44,70.33,4,0,0,32.26,10,1,1,1.39,1,15,7,0,4,6.54,1
43,10,2025,5.93,88,82.63,0,1,1,65.12,9,7,1,14.66,3,9,1,0,2,6.32,5
43,11,2025,5.93,97,96.59,1,2,1,45.47,21,2,6,11.41,1,12,5,0,4,6.23,5
43,12,2025,5.93,94,68.82,3,1,0,66.71,18,9,1,3.13,2,9,8,0,3,8.28,1
44,1,2025,8.36,57,98.63,3,0,0,17.67,29,3,4,24.32,3,17,9,1,6,5.65,5
44,2,2025,8.36,55,99.52,2,1,1,71.71,25,13,2,15.88,3,9,9,1,9,4.1,2
44,3,2025,8.36,88,98.62,2,1,1,0.51,5,14,2,10.2,4,2,10,1,6,7.95,1
44,4,2025,8.36,87,61.79,2,1,1,64.73,5,6,4,20.27,4,9,6,0,5,6.6,4
44,5,2025,8.36,75,63.23,0,2,0,6.29,19,2,6,19.78,5,4,9,0,3,8.7,5
44,6,2025,8.36,74,82.7,1,2,0,19.7,13,4,2,24.01,2,1,8,0,4,6.83,3
